date,videotron,isPartial
2025-02-16 14:00:00,100,False
2025-02-17 12:00:00,91,False
2025-02-18 06:00:00,69,False
2025-02-18 07:00:00,85,False
2025-02-19 02:00:00,76,False
2025-02-19 11:00:00,83,False
