date,videotron,isPartial
2025-02-21 08:00:00,18,False
2025-02-21 11:00:00,18,False
2025-02-23 20:00:00,100,False
2025-02-25 02:00:00,16,False
2025-02-26 04:00:00,22,False
2025-02-26 07:00:00,18,False
